id,merchant_id,shopper_id,amount,created_at,completed_at
1010,6,221,363.43,31/01/2018 02:32:00,
1012,10,328,36.72,31/01/2018 03:48:00,
1013,1,287,422.95,31/01/2018 04:26:00,
1014,11,62,226.98,31/01/2018 05:04:00,
1015,3,351,177.06,31/01/2018 05:42:00,
1016,5,123,326.65,31/01/2018 06:20:00,
1023,10,102,110.72,31/01/2018 10:46:00,
1039,2,256,252.6,31/01/2018 20:54:00,
1050,13,307,110.29,01/02/2018 03:23:00,
1051,14,191,337.61,01/02/2018 03:52:00,
1052,5,277,278.05,01/02/2018 04:21:00,
1059,7,287,398.52,01/02/2018 07:44:00,
1060,4,33,151.67,01/02/2018 08:13:00,
1063,5,208,55.27,01/02/2018 09:40:00,
1068,4,143,106.45,01/02/2018 12:05:00,
1078,3,166,254.25,01/02/2018 16:55:00,
963,11,306,113.87,30/01/2018 01:04:00,01/02/2018 18:33:40
964,3,270,92.46,30/01/2018 01:36:00,01/02/2018 12:22:21
965,5,97,331.23,30/01/2018 02:08:00,01/02/2018 06:11:02
966,14,136,169.89,30/01/2018 02:40:00,01/02/2018 11:30:09
967,6,289,391.3,30/01/2018 03:12:00,01/02/2018 18:59:29
969,11,263,407.75,30/01/2018 04:16:00,01/02/2018 10:36:40
971,9,158,183.78,30/01/2018 05:20:00,31/01/2018 07:42:16
972,11,25,319.48,30/01/2018 05:52:00,01/02/2018 22:28:48
973,5,41,123.67,30/01/2018 06:24:00,01/02/2018 15:55:14
974,10,33,423.79,30/01/2018 06:56:00,01/02/2018 12:54:16
975,7,303,133.1,30/01/2018 07:28:00,01/02/2018 19:34:06
977,13,312,90.23,30/01/2018 08:32:00,02/02/2018 01:36:45
978,2,329,316.2,30/01/2018 09:04:00,01/02/2018 16:41:10
979,4,132,288.41,30/01/2018 09:36:00,01/02/2018 22:24:14
980,2,74,267.35,30/01/2018 10:08:00,01/02/2018 23:28:01
981,14,135,306.29,30/01/2018 10:40:00,01/02/2018 08:18:36
984,5,14,84.27,30/01/2018 12:16:00,01/02/2018 00:05:18
987,2,131,393.37,30/01/2018 13:52:00,01/02/2018 23:39:09
988,14,128,32.75,30/01/2018 14:24:00,01/02/2018 03:34:33
989,1,310,285.41,30/01/2018 14:56:00,01/02/2018 19:36:41
990,11,298,124.32,30/01/2018 15:28:00,01/02/2018 23:28:04
991,1,36,213.02,30/01/2018 16:00:00,02/02/2018 10:24:16
993,2,358,376.66,30/01/2018 17:04:00,01/02/2018 20:16:55
994,11,133,428.04,30/01/2018 17:36:00,02/02/2018 09:53:39
995,12,258,137.5,30/01/2018 18:08:00,31/01/2018 20:23:13
996,10,334,208.75,30/01/2018 18:40:00,01/02/2018 20:18:53
997,12,169,89.41,30/01/2018 19:12:00,01/02/2018 07:39:16
999,3,288,361.99,30/01/2018 20:16:00,02/02/2018 01:35:38
1000,6,117,377.13,30/01/2018 20:48:00,01/02/2018 04:50:42
1001,6,361,188.98,30/01/2018 21:20:00,02/02/2018 01:11:54
1002,9,370,113.51,30/01/2018 21:52:00,02/02/2018 09:49:33
1003,14,303,442.13,30/01/2018 22:24:00,02/02/2018 01:08:22
1009,1,82,123.13,31/01/2018 01:54:00,02/02/2018 01:23:38
1011,13,374,74.61,31/01/2018 03:10:00,01/02/2018 07:26:19
1017,13,158,332.02,31/01/2018 06:58:00,02/02/2018 13:57:04
1018,1,77,439.04,31/01/2018 07:36:00,01/02/2018 15:43:20
1019,14,386,320.55,31/01/2018 08:14:00,02/02/2018 08:25:47
1020,14,138,206.12,31/01/2018 08:52:00,02/02/2018 01:32:03
1022,7,164,232.12,31/01/2018 10:08:00,02/02/2018 20:57:39
1024,5,43,427.4,31/01/2018 11:24:00,03/02/2018 00:57:43
1025,12,41,180.77,31/01/2018 12:02:00,01/02/2018 17:00:45
1026,14,150,224,31/01/2018 12:40:00,02/02/2018 07:22:29
1027,9,60,144.01,31/01/2018 13:18:00,03/02/2018 02:57:15
1029,4,4,382.77,31/01/2018 14:34:00,03/02/2018 02:13:59
1030,10,129,411.19,31/01/2018 15:12:00,02/02/2018 17:05:45
1031,11,219,137.82,31/01/2018 15:50:00,01/02/2018 17:27:53
1032,6,174,261.04,31/01/2018 16:28:00,02/02/2018 23:48:53
1033,5,58,257.33,31/01/2018 17:06:00,03/02/2018 10:06:16
1035,2,187,60.04,31/01/2018 18:22:00,03/02/2018 10:17:38
1036,11,32,403.66,31/01/2018 19:00:00,02/02/2018 22:00:51
1037,9,117,317.41,31/01/2018 19:38:00,02/02/2018 00:10:27
1038,12,6,207.13,31/01/2018 20:16:00,03/02/2018 11:38:04
1040,3,272,419.27,31/01/2018 21:32:00,02/02/2018 13:46:41
1041,13,178,190.32,31/01/2018 22:10:00,02/02/2018 23:22:25
1043,7,148,109.92,31/01/2018 23:26:00,02/02/2018 04:46:24
1044,4,6,448.26,01/02/2018 00:29:00,02/02/2018 20:39:47
1045,3,34,188.42,01/02/2018 00:58:00,03/02/2018 12:18:32
1046,4,12,249.25,01/02/2018 01:27:00,03/02/2018 18:24:28
1047,8,117,166.2,01/02/2018 01:56:00,02/02/2018 07:21:04
1049,3,11,215.4,01/02/2018 02:54:00,02/02/2018 18:05:43
1053,12,364,344.02,01/02/2018 04:50:00,03/02/2018 17:18:59
1054,4,334,187.49,01/02/2018 05:19:00,02/02/2018 20:37:55
1055,12,143,251.93,01/02/2018 05:48:00,03/02/2018 01:54:46
1056,13,235,309.95,01/02/2018 06:17:00,02/02/2018 13:26:34
1058,2,95,438.6,01/02/2018 07:15:00,03/02/2018 22:21:03
1061,12,70,325.65,01/02/2018 08:42:00,03/02/2018 15:13:33
1062,12,391,96.87,01/02/2018 09:11:00,03/02/2018 19:19:08
1064,3,365,200.56,01/02/2018 10:09:00,03/02/2018 10:54:34
1065,14,24,265.23,01/02/2018 10:38:00,02/02/2018 16:21:35
1066,3,326,73.62,01/02/2018 11:07:00,03/02/2018 02:40:22
1069,2,261,91.52,01/02/2018 12:34:00,03/02/2018 00:23:53
1070,8,63,347.04,01/02/2018 13:03:00,02/02/2018 15:41:46
1071,12,15,171.93,01/02/2018 13:32:00,04/02/2018 03:49:26
1072,5,167,397.18,01/02/2018 14:01:00,02/02/2018 14:46:56
1073,5,140,288.73,01/02/2018 14:30:00,03/02/2018 22:53:13
1075,9,326,70.54,01/02/2018 15:28:00,03/02/2018 13:40:11
1076,9,201,51.15,01/02/2018 15:57:00,02/02/2018 21:27:49
1077,12,169,289.82,01/02/2018 16:26:00,04/02/2018 08:02:41
1079,1,40,150.44,01/02/2018 17:24:00,03/02/2018 01:49:51
1080,9,251,234.04,01/02/2018 17:53:00,03/02/2018 07:16:14
1083,11,264,365.54,01/02/2018 19:20:00,
1108,4,116,223.7,02/02/2018 15:12:00,
1110,6,321,427.87,02/02/2018 17:06:00,
1132,7,340,258.03,03/02/2018 10:15:00,
1137,9,87,275.73,03/02/2018 13:40:00,
1141,8,23,256.91,03/02/2018 16:24:00,
1145,1,97,219.72,03/02/2018 19:08:00,
1170,2,86,125.08,04/02/2018 11:06:00,
1172,9,336,204.5,04/02/2018 12:20:00,
1180,9,247,327.27,04/02/2018 17:16:00,
1181,10,352,340.58,04/02/2018 17:53:00,
1184,12,380,320.45,04/02/2018 19:44:00,
1187,6,164,128.99,04/02/2018 21:35:00,
1190,9,314,354.38,04/02/2018 23:26:00,
1193,8,118,198.2,05/02/2018 01:42:00,
1195,10,179,93.1,05/02/2018 02:50:00,
1196,14,64,171.18,05/02/2018 03:24:00,
1197,5,270,334.05,05/02/2018 03:58:00,
1198,7,390,139.95,05/02/2018 04:32:00,
1084,1,234,290.21,01/02/2018 19:49:00,02/02/2018 21:13:01
1085,14,302,52.46,01/02/2018 20:18:00,03/02/2018 21:18:09
1086,6,398,148.06,01/02/2018 20:47:00,03/02/2018 04:38:30
1087,1,368,300.22,01/02/2018 21:16:00,03/02/2018 03:50:15
1088,7,43,231.58,01/02/2018 21:45:00,03/02/2018 14:52:17
1089,7,352,268.09,01/02/2018 22:14:00,03/02/2018 14:05:09
1091,8,105,350.72,01/02/2018 23:12:00,04/02/2018 09:02:18
1092,11,388,82.99,01/02/2018 23:41:00,04/02/2018 15:46:00
1093,12,307,293.83,02/02/2018 00:57:00,03/02/2018 15:51:03
1094,2,277,217.04,02/02/2018 01:54:00,03/02/2018 22:45:32
1095,11,225,284.89,02/02/2018 02:51:00,04/02/2018 02:37:25
1097,13,103,248.22,02/02/2018 04:45:00,03/02/2018 10:06:55
1098,1,395,258.51,02/02/2018 05:42:00,04/02/2018 19:18:54
1099,1,205,209.2,02/02/2018 06:39:00,04/02/2018 03:16:00
1100,2,226,322.93,02/02/2018 07:36:00,04/02/2018 00:35:57
1101,7,6,57.44,02/02/2018 08:33:00,04/02/2018 16:02:55
1103,2,42,426.13,02/02/2018 10:27:00,04/02/2018 15:25:08
1104,9,43,368.68,02/02/2018 11:24:00,03/02/2018 13:40:31
1105,10,126,449.03,02/02/2018 12:21:00,04/02/2018 01:16:08
1106,14,173,404.43,02/02/2018 13:18:00,04/02/2018 09:17:22
1107,7,84,263.75,02/02/2018 14:15:00,04/02/2018 07:46:02
1109,4,371,181.45,02/02/2018 16:09:00,04/02/2018 11:15:53
1112,1,360,142.14,02/02/2018 19:00:00,05/02/2018 12:09:44
1113,9,56,442.54,02/02/2018 19:57:00,04/02/2018 12:00:53
1114,5,245,361.96,02/02/2018 20:54:00,04/02/2018 14:41:14
1115,3,98,342.53,02/02/2018 21:51:00,04/02/2018 07:00:56
1116,8,140,331.97,02/02/2018 22:48:00,05/02/2018 16:16:21
1118,12,379,125.66,03/02/2018 00:41:00,04/02/2018 01:33:12
1119,1,400,338.72,03/02/2018 01:22:00,04/02/2018 22:32:07
1120,14,390,447.91,03/02/2018 02:03:00,04/02/2018 02:46:16
1121,12,341,96.18,03/02/2018 02:44:00,05/02/2018 09:22:35
1122,13,212,402.34,03/02/2018 03:25:00,05/02/2018 00:18:22
1124,2,390,266.09,03/02/2018 04:47:00,04/02/2018 22:30:13
1125,6,377,151.36,03/02/2018 05:28:00,05/02/2018 20:16:24
1126,9,164,340.71,03/02/2018 06:09:00,05/02/2018 00:18:34
1127,4,395,247.94,03/02/2018 06:50:00,04/02/2018 13:28:34
1128,13,236,232.54,03/02/2018 07:31:00,04/02/2018 11:07:29
1129,8,261,258.59,03/02/2018 08:12:00,04/02/2018 17:24:09
1131,7,286,125.46,03/02/2018 09:34:00,05/02/2018 02:02:37
1133,12,274,252.69,03/02/2018 10:56:00,05/02/2018 21:17:48
1134,2,285,158.67,03/02/2018 11:37:00,06/02/2018 00:05:57
1135,5,310,257.66,03/02/2018 12:18:00,05/02/2018 20:59:16
1136,13,52,133.12,03/02/2018 12:59:00,04/02/2018 21:32:33
1139,8,227,71.27,03/02/2018 15:02:00,05/02/2018 12:52:25
1140,4,130,330.49,03/02/2018 15:43:00,05/02/2018 19:07:19
1142,9,375,165.96,03/02/2018 17:05:00,05/02/2018 20:19:42
1143,2,45,127.32,03/02/2018 17:46:00,05/02/2018 00:31:15
1144,13,244,59.07,03/02/2018 18:27:00,05/02/2018 21:32:32
1147,14,142,359.96,03/02/2018 20:30:00,05/02/2018 19:28:36
1148,7,281,262.38,03/02/2018 21:11:00,06/02/2018 00:58:52
1149,6,166,249.65,03/02/2018 21:52:00,05/02/2018 03:58:09
1150,3,156,34.47,03/02/2018 22:33:00,05/02/2018 00:37:51
1151,12,202,178.99,03/02/2018 23:14:00,06/02/2018 06:46:02
1152,12,73,105.19,03/02/2018 23:55:00,05/02/2018 14:47:57
1154,1,46,119.26,04/02/2018 01:14:00,05/02/2018 03:35:31
1155,5,197,191.71,04/02/2018 01:51:00,05/02/2018 14:47:05
1156,11,90,450.18,04/02/2018 02:28:00,06/02/2018 12:31:13
1157,12,153,370.32,04/02/2018 03:05:00,06/02/2018 19:17:32
1158,5,2,366.29,04/02/2018 03:42:00,06/02/2018 04:58:28
1160,13,159,199.32,04/02/2018 04:56:00,05/02/2018 08:35:51
1161,4,374,119.45,04/02/2018 05:33:00,06/02/2018 11:45:58
1162,9,12,208.9,04/02/2018 06:10:00,06/02/2018 14:04:39
1163,8,335,86.6,04/02/2018 06:47:00,06/02/2018 17:00:49
1164,5,274,273.58,04/02/2018 07:24:00,06/02/2018 11:49:02
1166,6,345,119.21,04/02/2018 08:38:00,06/02/2018 13:38:01
1167,1,357,274.97,04/02/2018 09:15:00,06/02/2018 10:26:55
1168,5,328,181.46,04/02/2018 09:52:00,07/02/2018 00:36:46
1173,14,111,174.5,04/02/2018 12:57:00,06/02/2018 10:45:44
1174,7,382,413.1,04/02/2018 13:34:00,05/02/2018 20:17:02
1175,8,336,355.74,04/02/2018 14:11:00,05/02/2018 22:17:45
1176,12,44,374.79,04/02/2018 14:48:00,05/02/2018 20:22:46
1177,13,357,183.99,04/02/2018 15:25:00,05/02/2018 21:29:20
1178,11,88,85.05,04/02/2018 16:02:00,05/02/2018 23:09:46
1179,12,311,287.57,04/02/2018 16:39:00,06/02/2018 09:51:18
1182,6,397,37.37,04/02/2018 18:30:00,06/02/2018 00:15:34
1183,11,268,102.84,04/02/2018 19:07:00,06/02/2018 23:57:58
1185,6,181,312.38,04/02/2018 20:21:00,06/02/2018 00:46:14
1186,14,367,244.53,04/02/2018 20:58:00,07/02/2018 02:10:09
1188,3,112,31.32,04/02/2018 22:12:00,07/02/2018 11:16:10
1189,14,119,51.74,04/02/2018 22:49:00,07/02/2018 13:30:39
1192,5,32,77.51,05/02/2018 01:08:00,06/02/2018 20:38:39
1194,12,238,345.78,05/02/2018 02:16:00,07/02/2018 15:47:20
1199,9,378,27.3,05/02/2018 05:06:00,06/02/2018 12:56:50
1200,4,71,391.93,05/02/2018 05:40:00,07/02/2018 17:41:34
1203,12,106,216.11,05/02/2018 07:22:00,
1232,10,218,366.01,05/02/2018 23:48:00,
1233,7,352,446.14,06/02/2018 00:37:00,
1234,3,228,287.26,06/02/2018 01:14:00,
1238,12,34,178.1,06/02/2018 03:42:00,
1246,4,163,341.92,06/02/2018 08:38:00,
1251,12,19,446.04,06/02/2018 11:43:00,
1252,6,259,337.17,06/02/2018 12:20:00,
1266,12,79,44.03,06/02/2018 20:58:00,
1279,3,101,417.77,07/02/2018 05:24:00,
1280,12,64,36.62,07/02/2018 06:00:00,
1289,1,57,383.31,07/02/2018 11:24:00,
1292,4,278,327.19,07/02/2018 13:12:00,
1297,5,268,386.63,07/02/2018 16:12:00,
1308,8,104,323.98,07/02/2018 22:48:00,
1312,12,54,185.14,08/02/2018 02:27:00,
1314,1,351,70.53,08/02/2018 04:05:00,
1315,4,299,134.22,08/02/2018 04:54:00,
1317,10,369,432.68,08/02/2018 06:32:00,
1318,10,257,259.24,08/02/2018 07:21:00,
1204,13,391,96.57,05/02/2018 07:56:00,06/02/2018 12:30:12
1205,7,40,343.96,05/02/2018 08:30:00,08/02/2018 01:00:21
1206,12,201,441.93,05/02/2018 09:04:00,07/02/2018 03:24:54
1207,6,392,214.13,05/02/2018 09:38:00,07/02/2018 09:29:27
1208,7,73,104.03,05/02/2018 10:12:00,07/02/2018 20:43:38
1209,7,207,356.28,05/02/2018 10:46:00,07/02/2018 22:59:09
1211,8,94,422.85,05/02/2018 11:54:00,07/02/2018 23:58:17
1212,8,343,178.96,05/02/2018 12:28:00,08/02/2018 00:22:08
1213,5,134,252.76,05/02/2018 13:02:00,07/02/2018 19:17:10
1214,7,347,430.48,05/02/2018 13:36:00,06/02/2018 18:24:25
1215,2,74,277.3,05/02/2018 14:10:00,08/02/2018 07:28:29
1217,4,70,392.46,05/02/2018 15:18:00,06/02/2018 20:13:54
1218,2,23,361.93,05/02/2018 15:52:00,06/02/2018 20:17:29
1219,12,290,185.17,05/02/2018 16:26:00,08/02/2018 05:13:45
1220,12,76,133.27,05/02/2018 17:00:00,07/02/2018 00:13:51
1221,3,65,334.05,05/02/2018 17:34:00,08/02/2018 06:35:59
1223,14,118,443.11,05/02/2018 18:42:00,07/02/2018 10:48:49
1224,14,304,133.4,05/02/2018 19:16:00,08/02/2018 12:11:03
1225,6,372,231.45,05/02/2018 19:50:00,07/02/2018 11:38:28
1226,9,278,297.59,05/02/2018 20:24:00,07/02/2018 05:36:55
1227,10,155,291.92,05/02/2018 20:58:00,08/02/2018 12:41:43
1228,12,57,349.85,05/02/2018 21:32:00,08/02/2018 09:30:07
1230,6,88,90.96,05/02/2018 22:40:00,07/02/2018 13:37:20
1231,11,188,228.99,05/02/2018 23:14:00,07/02/2018 23:34:03
1235,6,57,308.93,06/02/2018 01:51:00,08/02/2018 18:52:04
1236,10,327,341.26,06/02/2018 02:28:00,07/02/2018 17:46:20
1237,2,271,152.26,06/02/2018 03:05:00,08/02/2018 19:04:29
1240,14,322,253.54,06/02/2018 04:56:00,08/02/2018 00:05:51
1241,1,54,86.05,06/02/2018 05:33:00,08/02/2018 21:44:08
1242,1,67,308.74,06/02/2018 06:10:00,07/02/2018 15:33:35
1243,3,230,330.8,06/02/2018 06:47:00,07/02/2018 09:25:38
1244,10,336,200.3,06/02/2018 07:24:00,07/02/2018 23:59:51
1247,10,251,100.37,06/02/2018 09:15:00,07/02/2018 13:37:55
1248,7,100,48.88,06/02/2018 09:52:00,08/02/2018 04:57:22
1249,4,353,423.82,06/02/2018 10:29:00,08/02/2018 11:13:22
1250,3,106,386.76,06/02/2018 11:06:00,09/02/2018 01:43:50
1253,14,383,142.12,06/02/2018 12:57:00,07/02/2018 19:33:01
1254,13,319,388.63,06/02/2018 13:34:00,09/02/2018 03:13:27
1256,14,358,90.02,06/02/2018 14:48:00,09/02/2018 07:51:08
1257,5,93,52.98,06/02/2018 15:25:00,08/02/2018 10:49:09
1258,5,94,67.5,06/02/2018 16:02:00,09/02/2018 03:54:30
1259,12,103,420.92,06/02/2018 16:39:00,08/02/2018 08:02:00
1260,5,101,102.03,06/02/2018 17:16:00,08/02/2018 13:20:53
1262,12,52,254.66,06/02/2018 18:30:00,07/02/2018 20:38:07
1263,3,326,295.41,06/02/2018 19:07:00,08/02/2018 18:50:10
1264,13,30,236.28,06/02/2018 19:44:00,08/02/2018 19:06:51
1265,14,120,380.24,06/02/2018 20:21:00,09/02/2018 13:01:06
1267,14,184,304.73,06/02/2018 21:35:00,09/02/2018 14:22:05
1269,2,180,252.48,06/02/2018 22:49:00,09/02/2018 09:06:52
1270,7,394,445.6,06/02/2018 23:26:00,08/02/2018 07:45:57
1271,14,396,207.94,07/02/2018 00:36:00,09/02/2018 11:14:33
1272,6,65,231.64,07/02/2018 01:12:00,09/02/2018 08:09:45
1273,4,210,243.6,07/02/2018 01:48:00,08/02/2018 09:32:36
1274,14,262,113.74,07/02/2018 02:24:00,08/02/2018 03:02:58
1276,9,63,335.81,07/02/2018 03:36:00,09/02/2018 18:55:52
1277,12,76,158.56,07/02/2018 04:12:00,09/02/2018 19:43:21
1278,14,5,393.42,07/02/2018 04:48:00,09/02/2018 19:28:29
1281,3,382,307.16,07/02/2018 06:36:00,08/02/2018 19:22:34
1282,14,108,70.17,07/02/2018 07:12:00,09/02/2018 21:02:45
1284,11,308,177.63,07/02/2018 08:24:00,08/02/2018 15:16:21
1285,14,312,75.04,07/02/2018 09:00:00,08/02/2018 09:47:24
1286,11,76,96.8,07/02/2018 09:36:00,09/02/2018 19:55:32
1287,5,287,343.44,07/02/2018 10:12:00,09/02/2018 03:13:03
1288,11,100,196.65,07/02/2018 10:48:00,09/02/2018 04:39:29
1291,3,10,113.49,07/02/2018 12:36:00,09/02/2018 14:03:30
1293,13,194,355.82,07/02/2018 13:48:00,08/02/2018 20:14:22
1294,14,82,241.16,07/02/2018 14:24:00,09/02/2018 12:24:04
1295,13,236,188.76,07/02/2018 15:00:00,09/02/2018 11:58:09
1296,10,263,88.83,07/02/2018 15:36:00,09/02/2018 22:59:10
1298,8,338,34.17,07/02/2018 16:48:00,09/02/2018 23:15:52
1300,5,32,178.36,07/02/2018 18:00:00,08/02/2018 19:45:09
1301,12,178,43,07/02/2018 18:36:00,09/02/2018 04:03:57
1302,14,14,157.09,07/02/2018 19:12:00,10/02/2018 10:01:08
1303,4,132,87.6,07/02/2018 19:48:00,10/02/2018 11:46:28
1304,14,40,291.21,07/02/2018 20:24:00,09/02/2018 18:33:14
1306,11,357,25.99,07/02/2018 21:36:00,10/02/2018 04:15:05
1307,10,341,382.25,07/02/2018 22:12:00,10/02/2018 03:59:59
1309,2,108,186.87,07/02/2018 23:24:00,10/02/2018 06:10:28
1310,1,126,244.38,08/02/2018 00:49:00,09/02/2018 08:55:18
1311,11,21,149.58,08/02/2018 01:38:00,10/02/2018 16:04:19
1316,11,270,49.25,08/02/2018 05:43:00,10/02/2018 09:54:50
1319,4,339,272.94,08/02/2018 08:10:00,10/02/2018 08:50:05
1320,8,33,219.52,08/02/2018 08:59:00,10/02/2018 09:55:22
1322,7,103,151.3,08/02/2018 10:37:00,
1324,12,151,175.93,08/02/2018 12:15:00,
1326,9,58,65.74,08/02/2018 13:53:00,
1339,11,118,400.36,09/02/2018 00:40:00,
1340,7,122,73.54,09/02/2018 01:20:00,
1357,12,340,64.42,09/02/2018 12:40:00,
1362,12,171,116.63,09/02/2018 16:00:00,
1371,9,243,180.46,09/02/2018 22:00:00,
1382,4,236,78.18,10/02/2018 04:32:00,
1383,4,399,166.47,10/02/2018 05:06:00,
1389,12,101,330.03,10/02/2018 08:30:00,
1400,9,297,358.03,10/02/2018 14:44:00,
1415,2,252,353.79,10/02/2018 23:14:00,
1419,9,268,232.57,11/02/2018 02:18:00,
1421,5,178,63.9,11/02/2018 03:50:00,
1425,6,74,54.97,11/02/2018 06:54:00,
1438,10,127,191.79,11/02/2018 16:52:00,
1325,6,58,307.64,08/02/2018 13:04:00,10/02/2018 08:49:23
1327,12,297,306.38,08/02/2018 14:42:00,11/02/2018 07:11:01
1328,10,267,59.41,08/02/2018 15:31:00,10/02/2018 15:48:03
1329,5,319,397.33,08/02/2018 16:20:00,09/02/2018 22:21:16
1330,8,339,325.24,08/02/2018 17:09:00,11/02/2018 11:21:37
1331,7,394,137.64,08/02/2018 17:58:00,09/02/2018 19:20:45
1333,1,201,144.73,08/02/2018 19:36:00,10/02/2018 23:42:06
1334,2,234,188.58,08/02/2018 20:25:00,11/02/2018 04:11:21
1335,10,295,379.24,08/02/2018 21:14:00,09/02/2018 22:42:15
1336,7,246,424.16,08/02/2018 22:03:00,10/02/2018 08:40:23
1337,5,76,123.53,08/02/2018 22:52:00,11/02/2018 11:26:12
1341,10,288,121.64,09/02/2018 02:00:00,11/02/2018 19:09:20
1342,9,162,252.02,09/02/2018 02:40:00,11/02/2018 09:38:32
1343,6,79,321.96,09/02/2018 03:20:00,11/02/2018 09:04:28
1344,7,305,321.24,09/02/2018 04:00:00,10/02/2018 14:09:00
1345,9,292,138.8,09/02/2018 04:40:00,11/02/2018 15:53:47
1347,10,196,151.41,09/02/2018 06:00:00,11/02/2018 12:58:56
1348,12,315,222.71,09/02/2018 06:40:00,11/02/2018 01:22:25
1349,7,167,344.19,09/02/2018 07:20:00,11/02/2018 22:32:43
1350,3,177,321.78,09/02/2018 08:00:00,11/02/2018 20:37:16
1351,2,125,30.89,09/02/2018 08:40:00,10/02/2018 20:33:31
1352,12,7,61.1,09/02/2018 09:20:00,10/02/2018 23:13:06
1354,4,169,33.27,09/02/2018 10:40:00,11/02/2018 18:57:00
1355,4,47,222.03,09/02/2018 11:20:00,11/02/2018 01:05:50
1356,3,290,245.41,09/02/2018 12:00:00,10/02/2018 18:19:52
1358,7,30,405.55,09/02/2018 13:20:00,11/02/2018 00:56:26
1359,14,15,58.79,09/02/2018 14:00:00,11/02/2018 19:42:23
1361,3,330,175.71,09/02/2018 15:20:00,11/02/2018 06:06:06
1363,8,172,348.62,09/02/2018 16:40:00,11/02/2018 09:59:12
1364,13,354,100.88,09/02/2018 17:20:00,12/02/2018 10:46:25
1365,8,3,392.69,09/02/2018 18:00:00,11/02/2018 19:54:47
1366,2,272,379.29,09/02/2018 18:40:00,12/02/2018 10:28:34
1368,6,377,437.36,09/02/2018 20:00:00,11/02/2018 11:23:45
1369,14,375,260.75,09/02/2018 20:40:00,11/02/2018 09:32:08
1370,14,237,86.91,09/02/2018 21:20:00,11/02/2018 02:53:37
1372,14,386,347.09,09/02/2018 22:40:00,12/02/2018 00:51:28
1373,8,147,369.22,09/02/2018 23:20:00,11/02/2018 06:12:15
1374,9,24,395.81,10/02/2018 00:00:00,12/02/2018 02:48:15
1376,1,129,188.93,10/02/2018 01:08:00,12/02/2018 05:15:33
1377,1,50,136.6,10/02/2018 01:42:00,12/02/2018 16:22:39
1378,9,111,333.22,10/02/2018 02:16:00,11/02/2018 05:05:06
1379,1,159,132.06,10/02/2018 02:50:00,11/02/2018 07:07:23
1380,3,162,74.58,10/02/2018 03:24:00,11/02/2018 05:09:36
1384,2,379,129.2,10/02/2018 05:40:00,12/02/2018 00:24:16
1385,1,351,394.25,10/02/2018 06:14:00,12/02/2018 12:20:28
1386,6,1,395.34,10/02/2018 06:48:00,12/02/2018 21:05:14
1387,5,67,135.94,10/02/2018 07:22:00,12/02/2018 19:17:49
1388,2,40,168.27,10/02/2018 07:56:00,12/02/2018 15:35:48
1391,8,210,311.06,10/02/2018 09:38:00,12/02/2018 21:11:20
1392,13,94,86.45,10/02/2018 10:12:00,13/02/2018 01:25:35
1393,8,47,147.86,10/02/2018 10:46:00,12/02/2018 18:10:24
1394,5,193,406.52,10/02/2018 11:20:00,13/02/2018 00:21:16
1395,2,310,119.55,10/02/2018 11:54:00,12/02/2018 12:45:01
1396,10,338,442.35,10/02/2018 12:28:00,12/02/2018 05:55:38
1398,11,47,223.61,10/02/2018 13:36:00,12/02/2018 11:36:02
1399,12,221,319.51,10/02/2018 14:10:00,12/02/2018 07:25:25
1401,3,102,31.99,10/02/2018 15:18:00,12/02/2018 22:09:19
1402,13,360,55.97,10/02/2018 15:52:00,12/02/2018 14:01:02
1403,7,160,146.88,10/02/2018 16:26:00,13/02/2018 01:26:09
1405,9,135,129.09,10/02/2018 17:34:00,13/02/2018 01:02:28
1406,7,227,199.48,10/02/2018 18:08:00,12/02/2018 18:03:05
1407,1,321,364.17,10/02/2018 18:42:00,12/02/2018 08:10:49
1408,2,306,438.37,10/02/2018 19:16:00,12/02/2018 06:57:55
1409,9,374,227.16,10/02/2018 19:50:00,13/02/2018 02:53:23
1411,11,237,314.17,10/02/2018 20:58:00,13/02/2018 00:52:51
1412,3,23,245.6,10/02/2018 21:32:00,11/02/2018 22:46:15
1413,3,327,352.12,10/02/2018 22:06:00,11/02/2018 22:25:20
1414,4,49,207.96,10/02/2018 22:40:00,13/02/2018 01:07:19
1416,5,51,42.41,10/02/2018 23:48:00,13/02/2018 11:58:00
1417,10,302,165.69,11/02/2018 00:46:00,13/02/2018 02:28:54
1420,13,7,337.15,11/02/2018 03:04:00,13/02/2018 15:58:54
1422,4,24,406.76,11/02/2018 04:36:00,13/02/2018 11:47:57
1423,4,256,230.29,11/02/2018 05:22:00,12/02/2018 09:15:16
1424,12,51,213.6,11/02/2018 06:08:00,13/02/2018 08:11:55
1426,12,122,179.21,11/02/2018 07:40:00,13/02/2018 01:45:43
1428,6,286,376.35,11/02/2018 09:12:00,13/02/2018 14:32:05
1429,4,165,56.14,11/02/2018 09:58:00,12/02/2018 12:45:09
1430,11,148,274.56,11/02/2018 10:44:00,13/02/2018 04:56:27
1431,12,59,163.51,11/02/2018 11:30:00,12/02/2018 12:01:43
1432,1,395,418.7,11/02/2018 12:16:00,14/02/2018 02:41:46
1434,8,175,107.13,11/02/2018 13:48:00,12/02/2018 16:23:29
1435,13,264,381.47,11/02/2018 14:34:00,13/02/2018 16:01:20
